# AudioName,ClassID,Class,Base,Duration,FrameRate,Channels,Bits/A
106811.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
108516.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107621.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107006.wav,1,Chacha,Teste,35.08244897959184,44100,1,16
107207.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
106104.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
108428.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107008.wav,1,Chacha,Teste,35.08244897959184,44100,1,16
103603.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
103617.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
108421.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
108512.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107614.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
106102.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
108514.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107216.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107611.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
100808.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
104012.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
108427.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
104010.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107619.wav,1,Chacha,Teste,30.040816326530614,44100,1,16
107510.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
107013.wav,2,Pasodoble,Teste,35.056326530612246,44100,1,16
101213.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
100713.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
107512.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
107511.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
104014.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
104013.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
100813.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
106013.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
106014.wav,2,Pasodoble,Teste,30.040816326530614,44100,1,16
104514.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107714.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104218.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104918.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106729.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107818.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107343.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
101915.wav,3,Quickstep,Teste,29.98857142857143,44100,1,16
106222.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105818.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107819.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106728.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107717.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106616.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106733.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
102618.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105018.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104516.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106615.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104515.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104815.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105816.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106220.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105913.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105914.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107346.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107117.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105819.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104716.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106520.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106219.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105020.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106730.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107816.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105717.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106221.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106618.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104917.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106727.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107716.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105817.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107817.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105516.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106731.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104315.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104816.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105820.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105518.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107348.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107350.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104717.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107712.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104317.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
100614.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105716.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107811.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106513.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107347.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107715.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105517.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107813.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
101015.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
102619.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107815.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
101914.wav,3,Quickstep,Teste,29.98857142857143,44100,1,16
101913.wav,3,Quickstep,Teste,29.98857142857143,44100,1,16
105715.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107711.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107901.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104316.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107349.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
102620.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107116.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106218.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107344.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
101017.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107814.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
100615.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106514.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104216.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106515.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105019.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105017.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105016.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104219.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106617.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104217.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
106732.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104916.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107345.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104915.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107812.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105911.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104314.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
104718.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
105912.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
107713.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
101016.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
100616.wav,3,Quickstep,Teste,30.040816326530614,44100,1,16
103618.wav,4,Samba,Teste,30.040816326530614,44100,1,16
105402.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108408.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106301.wav,4,Samba,Teste,30.040816326530614,44100,1,16
101204.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107604.wav,4,Samba,Teste,30.040816326530614,44100,1,16
105404.wav,4,Samba,Teste,30.040816326530614,44100,1,16
104004.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100801.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106805.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108613.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108503.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108508.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106003.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108510.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106304.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106803.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107504.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106118.wav,4,Samba,Teste,30.040816326530614,44100,1,16
105401.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108407.wav,4,Samba,Teste,30.040816326530614,44100,1,16
105403.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107215.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107610.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108612.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106302.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106002.wav,4,Samba,Teste,30.040816326530614,44100,1,16
101101.wav,4,Samba,Teste,30.040816326530614,44100,1,16
105416.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106806.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108509.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100705.wav,4,Samba,Teste,30.040816326530614,44100,1,16
104002.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108505.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108504.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107202.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106106.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107505.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107001.wav,4,Samba,Teste,35.08244897959184,44100,1,16
101104.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108506.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106804.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106004.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100804.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108401.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107601.wav,4,Samba,Teste,30.040816326530614,44100,1,16
103607.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107003.wav,4,Samba,Teste,35.10857142857143,44100,1,16
107201.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108402.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108614.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106303.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106107.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107004.wav,4,Samba,Teste,35.08244897959184,44100,1,16
108611.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108405.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106305.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100706.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107603.wav,4,Samba,Teste,30.040816326530614,44100,1,16
101103.wav,4,Samba,Teste,30.040816326530614,44100,1,16
101201.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107203.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107002.wav,4,Samba,Teste,35.08244897959184,44100,1,16
106802.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107602.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106801.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106821.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107605.wav,4,Samba,Teste,30.040816326530614,44100,1,16
101102.wav,4,Samba,Teste,30.040816326530614,44100,1,16
103606.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100802.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108507.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107608.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106109.wav,4,Samba,Teste,30.040816326530614,44100,1,16
104001.wav,4,Samba,Teste,30.040816326530614,44100,1,16
101202.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100707.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108501.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107506.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108406.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107609.wav,4,Samba,Teste,30.040816326530614,44100,1,16
104003.wav,4,Samba,Teste,30.040816326530614,44100,1,16
101203.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100708.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108404.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107606.wav,4,Samba,Teste,30.040816326530614,44100,1,16
107607.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108403.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106108.wav,4,Samba,Teste,30.040816326530614,44100,1,16
103605.wav,4,Samba,Teste,30.040816326530614,44100,1,16
100803.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108429.wav,4,Samba,Teste,30.040816326530614,44100,1,16
106001.wav,4,Samba,Teste,30.040816326530614,44100,1,16
108502.wav,4,Samba,Teste,30.040816326530614,44100,1,16
104309.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
102614.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105810.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
101907.wav,5,Viennesewaltz,Teste,29.98857142857143,44100,1,16
105709.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104811.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105708.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104809.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105510.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104209.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
106509.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
106619.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104810.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
106518.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105509.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
101908.wav,5,Viennesewaltz,Teste,29.98857142857143,44100,1,16
106212.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
102611.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104212.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105811.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105812.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104908.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
100609.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
102613.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104909.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
101010.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
106210.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104507.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104508.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105710.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104211.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104307.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104308.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105511.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104712.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
100608.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104210.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
102612.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
101009.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105907.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
106213.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105010.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
100610.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
104711.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
106508.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105011.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
101011.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
101909.wav,5,Viennesewaltz,Teste,29.98857142857143,44100,1,16
106211.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
105809.wav,5,Viennesewaltz,Teste,30.040816326530614,44100,1,16
116903.wav,6,Wcswing,Teste,30.0,44100,1,16
116904.wav,6,Wcswing,Teste,30.0,44100,1,16
116902.wav,6,Wcswing,Teste,30.0,44100,1,16
116905.wav,6,Wcswing,Teste,30.0,44100,1,16
116901.wav,6,Wcswing,Teste,30.0,44100,1,16
108738.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
108737.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
111931.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
108838.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
108416.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
111932.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
112535.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
108736.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
111933.wav,7,Salsa,Teste,30.040816326530614,44100,1,16
101912.wav,8,Foxtrot,Teste,29.98857142857143,44100,1,16
107726.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
102617.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104214.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105014.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106214.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104213.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107821.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105512.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
100612.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104914.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106724.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
102616.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
100613.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104714.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106510.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107725.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107820.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105813.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107822.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106719.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107329.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107334.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
101910.wav,8,Foxtrot,Teste,29.98857142857143,44100,1,16
107327.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105513.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
101013.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105013.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107333.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104310.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105713.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104510.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105711.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107823.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
100611.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
101012.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107332.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104513.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104215.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104911.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107719.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105012.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105909.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105515.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104511.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104512.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104814.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104312.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105712.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107326.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104813.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106519.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106512.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104311.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107331.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104313.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106725.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107727.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107723.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106215.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
107720.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105815.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
104715.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
105910.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
106612.wav,8,Foxtrot,Teste,30.040816326530614,44100,1,16
